Beat Master,,,,,,,,,,,,
,,,,,,,,,Printed by ITD436_OP1 at 22/05/2026 12:26:58,,,
11887,L,16 - Convenience Ds CDM,Active,63,LAKE MARKET CG,31-12-2099,118EXP2024CU0002,L18 MADAN LAL GUPTA,Active,Daily,14-06-2024 12:27,
11887,L,16 - Convenience Ds CDM,Active,63,LAKE MARKET CG,31-12-2099,118EXP2024CU0003,L19 MALATI,Active,Daily,14-06-2024 12:27,
11887,L,16 - Convenience Ds CDM,Active,63,LAKE MARKET CG,31-12-2099,118EXP2022CU0155,L2 NEW PAN SHOP,Active,Daily,14-06-2024 12:27,
11887,L,16 - Convenience Ds CDM,Active,63,LAKE MARKET CG,31-12-2099,118EXP2024CU0004,L20 DURGA CHOWRASIA,Active,Daily,14-06-2024 12:27,
11887,L,16 - Convenience Ds CDM,Active,63,LAKE MARKET CG,31-12-2099,118EXP2024CU0005,L21 UDAY CHOWRASIA,Active,Daily,14-06-2024 12:27,
11887,L,16 - Convenience Ds CDM,Active,63,LAKE MARKET CG,31-12-2099,118EXP2024CU0006,L22 RATAN STORE,Active,Daily,14-06-2024 12:27,
11887,L,16 - Convenience Ds CDM,Active,63,LAKE MARKET CG,31-12-2099,118EXP2024CU0007,L23 KASHMIR STORE,Active,Daily,14-06-2024 12:27,
11887,L,16 - Convenience Ds CDM,Active,63,LAKE MARKET CG,31-12-2099,118EXP2024CU0008,L24 DILIP PAN,Active,Daily,14-06-2024 12:27,
11887,L,16 - Convenience Ds CDM,Active,63,LAKE MARKET CG,31-12-2099,118EXP2024CU0009,L25 MENOKA PAN,Active,Daily,14-06-2024 12:27,
11887,L,16 - Convenience Ds CDM,Active,63,LAKE MARKET CG,31-12-2099,118EXP2024CU0010,L26 LAXMI STORE,Active,Daily,14-06-2024 12:27,
11887,L,16 - Convenience Ds CDM,Active,63,LAKE MARKET CG,31-12-2099,118EXP2024CU0011,L27 DURGA STORE,Active,Daily,14-06-2024 12:27,
11887,L,16 - Convenience Ds CDM,Active,63,LAKE MARKET CG,31-12-2099,118EXP2022CU0162,L3 DEBLAL,Active,Daily,14-06-2024 12:27,
11887,L,16 - Convenience Ds CDM,Active,63,LAKE MARKET CG,31-12-2099,118EXP2022CU0175,L4 RAJENDRA,Active,Daily,14-06-2024 12:27,
11887,L,16 - Convenience Ds CDM,Active,63,LAKE MARKET CG,31-12-2099,118EXP2022CU0176,L5 MD MUNCI,Active,Daily,14-06-2024 12:27,
11887,L,16 - Convenience Ds CDM,Active,63,LAKE MARKET CG,31-12-2099,118EXP2022CU0177,L6 RAM PARVESH,Active,Daily,14-06-2024 12:27,
11887,L,16 - Convenience Ds CDM,Active,63,LAKE MARKET CG,31-12-2099,118EXP2022CU0178,L7 BENANRASHI PAN,Active,Daily,14-06-2024 12:27,
11887,L,16 - Convenience Ds CDM,Active,63,LAKE MARKET CG,31-12-2099,118EXP2022CU0179,L8 S S SHAW,Active,Daily,14-06-2024 12:27,
11887,L,16 - Convenience Ds CDM,Active,63,LAKE MARKET CG,31-12-2099,118EXP2022CU0180,L9 MADAN PAN,Active,Daily,14-06-2024 12:27,
11888,M,16 - Convenience Ds CDM,Active,58,TOLLYGUNGE CG,31-12-2099,118EXP2020CU0276,M1 SWAPAN STORES,Active,Daily,24-02-2017 12:32,
11888,M,16 - Convenience Ds CDM,Active,58,TOLLYGUNGE CG,31-12-2099,118EXP2022CU0047,M10 UMARANI,Active,Daily,24-02-2017 12:32,
11888,M,16 - Convenience Ds CDM,Active,58,TOLLYGUNGE CG,31-12-2099,118EXP2022CU0048,M11 PASHUPATI PAN SHOP,Active,Daily,24-02-2017 12:32,
11888,M,16 - Convenience Ds CDM,Active,58,TOLLYGUNGE CG,31-12-2099,118EXP2022CU0049,M12 LAXMI PAN BHANDAR,Active,Daily,24-02-2017 12:32,
11888,M,16 - Convenience Ds CDM,Active,58,TOLLYGUNGE CG,31-12-2099,118EXP2022CU0050,M13 J RAY,Active,Daily,24-02-2017 12:32,
11888,M,16 - Convenience Ds CDM,Active,58,TOLLYGUNGE CG,31-12-2099,118EXP2022CU0307,M14 RAMESH,Active,Daily,24-02-2017 12:32,
11888,M,16 - Convenience Ds CDM,Active,58,TOLLYGUNGE CG,31-12-2099,118EXP2022CU0308,M15 CHANDRA KANTA BARIK,Active,Daily,24-02-2017 12:32,
11888,M,16 - Convenience Ds CDM,Active,58,TOLLYGUNGE CG,31-12-2099,118EXP2022CU0309,M16 CHOURASIA PAN SHOP,Active,Daily,24-02-2017 12:32,
11888,M,16 - Convenience Ds CDM,Active,58,TOLLYGUNGE CG,31-12-2099,118EXP2022CU0310,M17 GOPAL SHAW,Active,Daily,24-02-2017 12:32,
11888,M,16 - Convenience Ds CDM,Active,58,TOLLYGUNGE CG,31-12-2099,118EXP2022CU0311,M18 ARADHANA PAN BHANDAR,Active,Daily,24-02-2017 12:32,
11888,M,16 - Convenience Ds CDM,Active,58,TOLLYGUNGE CG,31-12-2099,118EXP2024CU0012,M19 KOLKATA GROCERY,Active,Daily,24-02-2017 12:32,
11888,M,16 - Convenience Ds CDM,Active,58,TOLLYGUNGE CG,31-12-2099,118EXP2020CU0277,M2 BAPI STORES,Active,Daily,24-02-2017 12:32,
11888,M,16 - Convenience Ds CDM,Active,58,TOLLYGUNGE CG,31-12-2099,118EXP2024CU0013,M20 M S PAN,Active,Daily,24-02-2017 12:32,
11888,M,16 - Convenience Ds CDM,Active,58,TOLLYGUNGE CG,31-12-2099,118EXP2024CU0014,M21 GUDDU,Active,Daily,24-02-2017 12:32,
11888,M,16 - Convenience Ds CDM,Active,58,TOLLYGUNGE CG,31-12-2099,118EXP2024CU0015,M23 RANJIT STORE,Active,Daily,24-02-2017 12:32,
11888,M,16 - Convenience Ds CDM,Active,58,TOLLYGUNGE CG,31-12-2099,118EXP2024CU0016,M24 SANTOSH SHAW,Active,Daily,24-02-2017 12:32,
11888,M,16 - Convenience Ds CDM,Active,58,TOLLYGUNGE CG,31-12-2099,118EXP2020CU0278,M3 NIRMAL MONDAL,Active,Daily,24-02-2017 12:32,
11888,M,16 - Convenience Ds CDM,Active,58,TOLLYGUNGE CG,31-12-2099,118EXP2020CU0279,M4 SAMAR TEA,Active,Daily,24-02-2017 12:32,
11888,M,16 - Convenience Ds CDM,Active,58,TOLLYGUNGE CG,31-12-2099,118EXP2020CU0449,M5 SWAPAN STORE,Active,Daily,24-02-2017 12:32,
11888,M,16 - Convenience Ds CDM,Active,58,TOLLYGUNGE CG,31-12-2099,118EXP2020CU0452,M6 SOVA RANI STORE,Active,Daily,24-02-2017 12:32,
11888,M,16 - Convenience Ds CDM,Active,58,TOLLYGUNGE CG,31-12-2099,118EXP2020CU0453,M7 ARBINDA TEA,Active,Daily,24-02-2017 12:32,
11888,M,16 - Convenience Ds CDM,Active,58,TOLLYGUNGE CG,31-12-2099,118EXP2020CU0454,M8 RABIN STORE,Active,Daily,24-02-2017 12:32,
11888,M,16 - Convenience Ds CDM,Active,58,TOLLYGUNGE CG,31-12-2099,118EXP2020CU0455,M9 TINKU STORES,Active,Daily,24-02-2017 12:32,
11852,MALA MAITRA MAHAJAN,16 - Convenience Ds CDM,Active,177,SARAT BOSE ROAD CG 3,31-12-2099,118CU0229,ROUTE 11,Active,Daily,19-12-2024 11:46,
11850,MOHUYA SAHA,16 - Convenience Ds CDM,Active,122,T C ROAD PART 1 CG 2,31-12-2099,118EXP2018CU0006,ROUTE  17,Active,Daily,04-10-2017 13:33,
118118,MOLOY MAITY,16 - Convenience Ds CDM,Active,197,TOLLYGUNGE 2 CG,31-12-2099,118CU0189,ROUTE 3,Active,Daily,08-09-2025 14:54,
11889,N,16 - Convenience Ds CDM,Active,59,A.J.C BOSE ROAD CG,31-12-2099,118EXP2020CU0280,N1 BABULAL PAN,Active,Daily,24-02-2017 12:32,
11889,N,16 - Convenience Ds CDM,Active,59,A.J.C BOSE ROAD CG,31-12-2099,118EXP2020CU0369,N10 S K CHOWRASIA,Active,Daily,24-02-2017 12:32,
11889,N,16 - Convenience Ds CDM,Active,59,A.J.C BOSE ROAD CG,31-12-2099,118EXP2021CU0031,N11 MD NAIM,Active,Daily,24-02-2017 12:32,
11889,N,16 - Convenience Ds CDM,Active,59,A.J.C BOSE ROAD CG,31-12-2099,118EXP2021CU0126,N12 LALU SHAW,Active,Daily,24-02-2017 12:32,
11889,N,16 - Convenience Ds CDM,Active,59,A.J.C BOSE ROAD CG,31-12-2099,118EXP2021CU0127,N13 BHARAT LAL CHOWRASIA,Active,Daily,24-02-2017 12:32,
11889,N,16 - Convenience Ds CDM,Active,59,A.J.C BOSE ROAD CG,31-12-2099,118EXP2021CU0128,N14 MAHERDRA PAN,Active,Daily,24-02-2017 12:32,
11889,N,16 - Convenience Ds CDM,Active,59,A.J.C BOSE ROAD CG,31-12-2099,118EXP2021CU0129,N15 GULAB SHAW,Active,Daily,24-02-2017 12:32,
11889,N,16 - Convenience Ds CDM,Active,59,A.J.C BOSE ROAD CG,31-12-2099,118EXP2022CU0051,N16 AMIR CHAND,Active,Daily,24-02-2017 12:32,
11889,N,16 - Convenience Ds CDM,Active,59,A.J.C BOSE ROAD CG,31-12-2099,118EXP2022CU0052,N17 S GIRI,Active,Daily,24-02-2017 12:32,
11889,N,16 - Convenience Ds CDM,Active,59,A.J.C BOSE ROAD CG,31-12-2099,118EXP2022CU0053,N18 LAKHINDER PATIK,Active,Daily,24-02-2017 12:32,
11889,N,16 - Convenience Ds CDM,Active,59,A.J.C BOSE ROAD CG,31-12-2099,118EXP2022CU0054,N19 H P GUPTA,Active,Daily,24-02-2017 12:32,
11889,N,16 - Convenience Ds CDM,Active,59,A.J.C BOSE ROAD CG,31-12-2099,118EXP2020CU0281,N2 M NAYAK,Active,Daily,24-02-2017 12:32,
11889,N,16 - Convenience Ds CDM,Active,59,A.J.C BOSE ROAD CG,31-12-2099,118EXP2023CU0022,N20 TARA MAA STORES,Active,Daily,24-02-2017 12:32,
11889,N,16 - Convenience Ds CDM,Active,59,A.J.C BOSE ROAD CG,31-12-2099,118EXP2023CU0023,N21 MAHENDRA SHAW,Active,Daily,24-02-2017 12:32,
11889,N,16 - Convenience Ds CDM,Active,59,A.J.C BOSE ROAD CG,31-12-2099,118EXP2023CU0024,N22 SINGH STORES,Active,Daily,24-02-2017 12:32,
11889,N,16 - Convenience Ds CDM,Active,59,A.J.C BOSE ROAD CG,31-12-2099,118EXP2023CU0025,N23 APURBA STORES,Active,Daily,24-02-2017 12:32,
11889,N,16 - Convenience Ds CDM,Active,59,A.J.C BOSE ROAD CG,31-12-2099,118EXP2023CU0026,N24 JAI MAA TARA STORES,Active,Daily,24-02-2017 12:32,
11889,N,16 - Convenience Ds CDM,Active,59,A.J.C BOSE ROAD CG,31-12-2099,118EXP2024CU0049,N25 PRASANTA ELECTRIC,Active,Daily,24-02-2017 12:32,
11889,N,16 - Convenience Ds CDM,Active,59,A.J.C BOSE ROAD CG,31-12-2099,118EXP2024CU0050,N26 D SODHI,Active,Daily,24-02-2017 12:32,
11889,N,16 - Convenience Ds CDM,Active,59,A.J.C BOSE ROAD CG,31-12-2099,118EXP2024CU0051,N27 NITYASHRI,Active,Daily,24-02-2017 12:32,
11889,N,16 - Convenience Ds CDM,Active,59,A.J.C BOSE ROAD CG,31-12-2099,118EXP2024CU0052,N28 KARTIK PATRA,Active,Daily,24-02-2017 12:32,
11889,N,16 - Convenience Ds CDM,Active,59,A.J.C BOSE ROAD CG,31-12-2099,118EXP2024CU0053,N29 S PANDA,Active,Daily,24-02-2017 12:32,
11889,N,16 - Convenience Ds CDM,Active,59,A.J.C BOSE ROAD CG,31-12-2099,118EXP2020CU0282,N3 SUJIT SINGHA,Active,Daily,24-02-2017 12:32,
11889,N,16 - Convenience Ds CDM,Active,59,A.J.C BOSE ROAD CG,31-12-2099,118EXP2024CU0061,N30 MD ALIM,Active,Daily,24-02-2017 12:32,
11889,N,16 - Convenience Ds CDM,Active,59,A.J.C BOSE ROAD CG,31-12-2099,118EXP2024CU0062,N31 SHIVAJI SHAW,Active,Daily,24-02-2017 12:32,
11889,N,16 - Convenience Ds CDM,Active,59,A.J.C BOSE ROAD CG,31-12-2099,118EXP2024CU0063,N32 GOPAL BHOWMICK,Active,Daily,24-02-2017 12:32,
11889,N,16 - Convenience Ds CDM,Active,59,A.J.C BOSE ROAD CG,31-12-2099,118EXP2024CU0064,N33 K L SINGH,Active,Daily,24-02-2017 12:32,
11889,N,16 - Convenience Ds CDM,Active,59,A.J.C BOSE ROAD CG,31-12-2099,118EXP2024CU0065,N34 R N NAIK,Active,Daily,24-02-2017 12:32,
11889,N,16 - Convenience Ds CDM,Active,59,A.J.C BOSE ROAD CG,31-12-2099,118EXP2020CU0283,N4 GOBINDA BHANDER,Active,Daily,24-02-2017 12:32,
11889,N,16 - Convenience Ds CDM,Active,59,A.J.C BOSE ROAD CG,31-12-2099,118EXP2020CU0364,N5 BHAGAT,Active,Daily,24-02-2017 12:32,
11889,N,16 - Convenience Ds CDM,Active,59,A.J.C BOSE ROAD CG,31-12-2099,118EXP2020CU0365,N6 ASHOK CHOWRASIA,Active,Daily,24-02-2017 12:32,
11889,N,16 - Convenience Ds CDM,Active,59,A.J.C BOSE ROAD CG,31-12-2099,118EXP2020CU0366,N7 NANDU SHAW,Active,Daily,24-02-2017 12:32,
11889,N,16 - Convenience Ds CDM,Active,59,A.J.C BOSE ROAD CG,31-12-2099,118EXP2020CU0367,N8 BINOD KUMAR GUPTA,Active,Daily,24-02-2017 12:32,
11889,N,16 - Convenience Ds CDM,Active,59,A.J.C BOSE ROAD CG,31-12-2099,118EXP2020CU0368,N9 RAJENDRA CHOWRASIA,Active,Daily,24-02-2017 12:32,
11890,O,16 - Convenience Ds CDM,Active,72,T C ROAD PART 1 CG,31-12-2099,118EXP2020CU0384,10 RINKU DAS,Active,Daily,10-05-2017 16:02,
11890,O,16 - Convenience Ds CDM,Active,72,T C ROAD PART 1 CG,31-12-2099,118EXP2020CU0382,DILIP DAS,Active,Daily,10-05-2017 16:02,
11890,O,16 - Convenience Ds CDM,Active,72,T C ROAD PART 1 CG,31-12-2099,118EXP2020CU0284,O1 AJAY SHAW,Active,Daily,10-05-2017 16:02,
11890,O,16 - Convenience Ds CDM,Active,72,T C ROAD PART 1 CG,31-12-2099,118EXP2020CU0385,O10 ARATI MONDAL,Active,Daily,10-05-2017 16:02,
11890,O,16 - Convenience Ds CDM,Active,72,T C ROAD PART 1 CG,31-12-2099,118EXP2022CU0039,O11 PINTU MONDAL,Active,Daily,10-05-2017 16:02,
11890,O,16 - Convenience Ds CDM,Active,72,T C ROAD PART 1 CG,31-12-2099,118EXP2022CU0040,O12 BENARASI PAN,Active,Daily,10-05-2017 16:02,
11890,O,16 - Convenience Ds CDM,Active,72,T C ROAD PART 1 CG,31-12-2099,118EXP2022CU0041,O13 JATAN PAN,Active,Daily,10-05-2017 16:02,
11890,O,16 - Convenience Ds CDM,Active,72,T C ROAD PART 1 CG,31-12-2099,118EXP2022CU0042,O14 ABDUL KHALID,Active,Daily,10-05-2017 16:02,
11890,O,16 - Convenience Ds CDM,Active,72,T C ROAD PART 1 CG,31-12-2099,118EXP2022CU0043,O15 SUKUMAR DEY,Active,Daily,10-05-2017 16:02,
11890,O,16 - Convenience Ds CDM,Active,72,T C ROAD PART 1 CG,31-12-2099,118EXP2022CU0044,O16 SITARAM SHOW,Active,Daily,10-05-2017 16:02,
11890,O,16 - Convenience Ds CDM,Active,72,T C ROAD PART 1 CG,31-12-2099,118EXP2022CU0045,O17 SAMIR PAUL,Active,Daily,10-05-2017 16:02,
11890,O,16 - Convenience Ds CDM,Active,72,T C ROAD PART 1 CG,31-12-2099,118EXP2022CU0046,O18 ASHOK SHAW,Active,Daily,10-05-2017 16:02,
11890,O,16 - Convenience Ds CDM,Active,72,T C ROAD PART 1 CG,31-12-2099,118EXP2022CU0312,O19 ANITA STORES,Active,Daily,10-05-2017 16:02,
11890,O,16 - Convenience Ds CDM,Active,72,T C ROAD PART 1 CG,31-12-2099,118EXP2020CU0285,O2 BISWNATH PANDEY,Active,Daily,10-05-2017 16:02,
11890,O,16 - Convenience Ds CDM,Active,72,T C ROAD PART 1 CG,31-12-2099,118EXP2022CU0313,O20 SANTLAL JASWAL,Active,Daily,10-05-2017 16:02,
11890,O,16 - Convenience Ds CDM,Active,72,T C ROAD PART 1 CG,31-12-2099,118EXP2022CU0314,O21 CHOWRASIA PAN SHOP,Active,Daily,10-05-2017 16:02,
11890,O,16 - Convenience Ds CDM,Active,72,T C ROAD PART 1 CG,31-12-2099,118EXP2022CU0315,O22 BIKKI STORES,Active,Daily,10-05-2017 16:02,
11890,O,16 - Convenience Ds CDM,Active,72,T C ROAD PART 1 CG,31-12-2099,118EXP2022CU0316,O23 B SHAW,Active,Daily,10-05-2017 16:02,
11890,O,16 - Convenience Ds CDM,Active,72,T C ROAD PART 1 CG,31-12-2099,118EXP2022CU0317,O24 ROUHAL TRADIND,Active,Daily,10-05-2017 16:02,
11890,O,16 - Convenience Ds CDM,Active,72,T C ROAD PART 1 CG,31-12-2099,118EXP2022CU0318,O25 LAXMI STORES,Active,Daily,10-05-2017 16:02,
11890,O,16 - Convenience Ds CDM,Active,72,T C ROAD PART 1 CG,31-12-2099,118EXP2022CU0319,O26 RINKU STORES,Active,Daily,10-05-2017 16:02,
11890,O,16 - Convenience Ds CDM,Active,72,T C ROAD PART 1 CG,31-12-2099,118EXP2024CU0022,O27 DILIP PAN,Active,Daily,10-05-2017 16:02,
11890,O,16 - Convenience Ds CDM,Active,72,T C ROAD PART 1 CG,31-12-2099,118EXP2024CU0023,O28 NEW BENARASHI PAN,Active,Daily,10-05-2017 16:02,
11890,O,16 - Convenience Ds CDM,Active,72,T C ROAD PART 1 CG,31-12-2099,118EXP2024CU0024,O29 NEW PAN,Active,Daily,10-05-2017 16:02,
11890,O,16 - Convenience Ds CDM,Active,72,T C ROAD PART 1 CG,31-12-2099,118EXP2020CU0286,O3 RAJU MID POINT,Active,Daily,10-05-2017 16:02,
11890,O,16 - Convenience Ds CDM,Active,72,T C ROAD PART 1 CG,31-12-2099,118EXP2024CU0025,O30 BEGON SHAW,Active,Daily,10-05-2017 16:02,
11890,O,16 - Convenience Ds CDM,Active,72,T C ROAD PART 1 CG,31-12-2099,118EXP2024CU00226,O31 RAJU STORE,Active,Daily,10-05-2017 16:02,
11890,O,16 - Convenience Ds CDM,Active,72,T C ROAD PART 1 CG,31-12-2099,118EXP2024CU0026,O32 MAHABIR PAN,Active,Daily,10-05-2017 16:02,
11890,O,16 - Convenience Ds CDM,Active,72,T C ROAD PART 1 CG,31-12-2099,118EXP2024CU0027,O33 BHOLA SAHA,Active,Daily,10-05-2017 16:02,
11890,O,16 - Convenience Ds CDM,Active,72,T C ROAD PART 1 CG,31-12-2099,118EXP2024CU0028,O34 BORDA BIRI,Active,Daily,10-05-2017 16:02,
11890,O,16 - Convenience Ds CDM,Active,72,T C ROAD PART 1 CG,31-12-2099,118EXP2024CU0029,O35 S BHANDAR,Active,Daily,10-05-2017 16:02,
11890,O,16 - Convenience Ds CDM,Active,72,T C ROAD PART 1 CG,31-12-2099,118EXP2024CU0030,O36 GUPTA STORE,Active,Daily,10-05-2017 16:02,
11890,O,16 - Convenience Ds CDM,Active,72,T C ROAD PART 1 CG,31-12-2099,118EXP2020CU0287,O4 TARAK TEA STALL,Active,Daily,10-05-2017 16:02,
11890,O,16 - Convenience Ds CDM,Active,72,T C ROAD PART 1 CG,31-12-2099,118EXP2020CU0301,O5 ASHOK SHAW,Active,Daily,10-05-2017 16:02,
11890,O,16 - Convenience Ds CDM,Active,72,T C ROAD PART 1 CG,31-12-2099,118EXP2020CU0302,O6 JHARNA HALDER,Active,Daily,10-05-2017 16:02,
11890,O,16 - Convenience Ds CDM,Active,72,T C ROAD PART 1 CG,31-12-2099,118EXP2020CU0380,O7 SITARAM SHAW,Active,Daily,10-05-2017 16:02,
11890,O,16 - Convenience Ds CDM,Active,72,T C ROAD PART 1 CG,31-12-2099,118EXP2020CU0381,O8 RAMJI SHAW,Active,Daily,10-05-2017 16:02,
11890,O,16 - Convenience Ds CDM,Active,72,T C ROAD PART 1 CG,31-12-2099,118EXP2020CU0383,O9 ABDUL KHALED,Active,Daily,10-05-2017 16:02,
11891,P,16 - Convenience Ds CDM,Active,80,B L SHAH ROAD CG,31-12-2099,118EXP2020CU0288,P1 DULAL GHOSH,Active,Daily,10-05-2017 16:02,
11891,P,16 - Convenience Ds CDM,Active,80,B L SHAH ROAD CG,31-12-2099,118EXP2020CU0397,P10 ARIK SAMANTA,Active,Daily,10-05-2017 16:02,
11891,P,16 - Convenience Ds CDM,Active,80,B L SHAH ROAD CG,31-12-2099,118EXP2022CU0092,P11 DASHI STORES,Active,Daily,10-05-2017 16:02,
11891,P,16 - Convenience Ds CDM,Active,80,B L SHAH ROAD CG,31-12-2099,118EXP2022CU0093,P12 MOHAN TRADERS,Active,Daily,10-05-2017 16:02,
11891,P,16 - Convenience Ds CDM,Active,80,B L SHAH ROAD CG,31-12-2099,118EXP2022CU0094,P13 HORI KAHAR,Active,Daily,10-05-2017 16:02,
11891,P,16 - Convenience Ds CDM,Active,80,B L SHAH ROAD CG,31-12-2099,118EXP2020CU0289,P2 R C YADAV,Active,Daily,10-05-2017 16:02,
11891,P,16 - Convenience Ds CDM,Active,80,B L SHAH ROAD CG,31-12-2099,118EXP2020CU0290,P3 M NAYAK,Active,Daily,10-05-2017 16:02,
11891,P,16 - Convenience Ds CDM,Active,80,B L SHAH ROAD CG,31-12-2099,118EXP2020CU0291,P4 KARTIK DAS,Active,Daily,10-05-2017 16:02,
11891,P,16 - Convenience Ds CDM,Active,80,B L SHAH ROAD CG,31-12-2099,118EXP2020CU0392,P5 AMIT SAHA,Active,Daily,10-05-2017 16:02,
11891,P,16 - Convenience Ds CDM,Active,80,B L SHAH ROAD CG,31-12-2099,118EXP2020CU0393,P6 NIMAI BHANDARI,Active,Daily,10-05-2017 16:02,
11891,P,16 - Convenience Ds CDM,Active,80,B L SHAH ROAD CG,31-12-2099,118EXP2020CU0394,P7 MOMOJ SHAW,Active,Daily,10-05-2017 16:02,
11891,P,16 - Convenience Ds CDM,Active,80,B L SHAH ROAD CG,31-12-2099,118EXP2020CU0395,P8 M NAYAK,Active,Daily,10-05-2017 16:02,
11891,P,16 - Convenience Ds CDM,Active,80,B L SHAH ROAD CG,31-12-2099,118EXP2020CU0396,P9 MD. ATIK,Active,Daily,10-05-2017 16:02,
11823,PRADIP PAUL,16 - Convenience Ds CDM,Active,196,KALIGHAT 5A CG,31-12-2099,118EXP2017CU1254,ROUTE 4,Active,Daily,07-10-2020 14:08,
11892,Q,16 - Convenience Ds CDM,Active,74,S N ROY ROAD CG,31-12-2099,118EXP2020CU0292,Q1 KAILASH PAN,Active,Daily,10-05-2017 16:02,
11892,Q,16 - Convenience Ds CDM,Active,74,S N ROY ROAD CG,31-12-2099,118EXP2022CU0057,Q10 B N SHAW,Active,Daily,10-05-2017 16:02,
11892,Q,16 - Convenience Ds CDM,Active,74,S N ROY ROAD CG,31-12-2099,118EXP2022CU0058,Q11 MUKHERJEE STORES,Active,Daily,10-05-2017 16:02,
11892,Q,16 - Convenience Ds CDM,Active,74,S N ROY ROAD CG,31-12-2099,118EXP2022CU0059,Q12 RANA STORES,Active,Daily,10-05-2017 16:02,
11892,Q,16 - Convenience Ds CDM,Active,74,S N ROY ROAD CG,31-12-2099,118EXP2022CU0060,Q13 BISWAJIT TEA,Active,Daily,10-05-2017 16:02,
11892,Q,16 - Convenience Ds CDM,Active,74,S N ROY ROAD CG,31-12-2099,118EXP2023CU0031,Q14 CREATIVE HORIZONTAL,Active,Daily,10-05-2017 16:02,
11892,Q,16 - Convenience Ds CDM,Active,74,S N ROY ROAD CG,31-12-2099,118EXP2023CU0032,Q15 SATURUPA STORES,Active,Daily,10-05-2017 16:02,
11892,Q,16 - Convenience Ds CDM,Active,74,S N ROY ROAD CG,31-12-2099,118EXP2023CU0033,Q16 DILBAHAR,Active,Daily,10-05-2017 16:02,
11892,Q,16 - Convenience Ds CDM,Active,74,S N ROY ROAD CG,31-12-2099,118EXP2023CU0034,Q17 MODERN COLDDRINKS,Active,Daily,10-05-2017 16:02,
11892,Q,16 - Convenience Ds CDM,Active,74,S N ROY ROAD CG,31-12-2099,118EXP2023CU0035,Q18 SANJAY STORES,Active,Daily,10-05-2017 16:02,
11892,Q,16 - Convenience Ds CDM,Active,74,S N ROY ROAD CG,31-12-2099,118EXP2023CU0036,Q19 PANKAJ PAN,Active,Daily,10-05-2017 16:02,
11892,Q,16 - Convenience Ds CDM,Active,74,S N ROY ROAD CG,31-12-2099,118EXP2020CU0293,Q2 JAMAI PAN,Active,Daily,10-05-2017 16:02,
11892,Q,16 - Convenience Ds CDM,Active,74,S N ROY ROAD CG,31-12-2099,118DMS092500204,Q20 G N SHAW,Active,Daily,10-05-2017 16:02,
11892,Q,16 - Convenience Ds CDM,Active,74,S N ROY ROAD CG,31-12-2099,118DMS092500205,Q21 BECHU CHATUI,Active,Daily,10-05-2017 16:02,
11892,Q,16 - Convenience Ds CDM,Active,74,S N ROY ROAD CG,31-12-2099,118DMS092500206,Q22 BENARASHI PAN (SHYAM CHOWRASIA),Active,Daily,10-05-2017 16:02,
11892,Q,16 - Convenience Ds CDM,Active,74,S N ROY ROAD CG,31-12-2099,118DMS092500207,Q23 SANJOY CHAURASIA,Active,Daily,10-05-2017 16:02,
11892,Q,16 - Convenience Ds CDM,Active,74,S N ROY ROAD CG,31-12-2099,118DMS092500208,Q24 NABA DAS,Active,Daily,10-05-2017 16:02,
11892,Q,16 - Convenience Ds CDM,Active,74,S N ROY ROAD CG,31-12-2099,118DMS092500209,Q25 MANIK DAS,Active,Daily,10-05-2017 16:02,
11892,Q,16 - Convenience Ds CDM,Active,74,S N ROY ROAD CG,31-12-2099,118DMS092500210,Q26 DHIREN CHURASIA,Active,Daily,10-05-2017 16:02,
11892,Q,16 - Convenience Ds CDM,Active,74,S N ROY ROAD CG,31-12-2099,118DMS092500211,Q27 POPULAR,Active,Daily,10-05-2017 16:02,
11892,Q,16 - Convenience Ds CDM,Active,74,S N ROY ROAD CG,31-12-2099,118DMS092500212,Q28 S P CHOWRASIA,Active,Daily,10-05-2017 16:02,
11892,Q,16 - Convenience Ds CDM,Active,74,S N ROY ROAD CG,31-12-2099,118DMS092500228,Q29 KANHAIYA ,Active,Daily,10-05-2017 16:02,
11892,Q,16 - Convenience Ds CDM,Active,74,S N ROY ROAD CG,31-12-2099,118EXP2020CU0294,Q3 NEW BAPI PAN,Active,Daily,10-05-2017 16:02,
11892,Q,16 - Convenience Ds CDM,Active,74,S N ROY ROAD CG,31-12-2099,118DMS092500229,Q30 S N PAN,Active,Daily,10-05-2017 16:02,
11892,Q,16 - Convenience Ds CDM,Active,74,S N ROY ROAD CG,31-12-2099,118DMS092500230,Q31 RAJU STORE,Active,Daily,10-05-2017 16:02,
11892,Q,16 - Convenience Ds CDM,Active,74,S N ROY ROAD CG,31-12-2099,118EXP2020CU0414,Q4 BHOLA SAHANI,Active,Daily,10-05-2017 16:02,
11892,Q,16 - Convenience Ds CDM,Active,74,S N ROY ROAD CG,31-12-2099,118EXP2020CU0415,Q5 PRASANTA PAUL,Active,Daily,10-05-2017 16:02,
11892,Q,16 - Convenience Ds CDM,Active,74,S N ROY ROAD CG,31-12-2099,118EXP2020CU0416,Q6 J N SHAW,Active,Daily,10-05-2017 16:02,
11892,Q,16 - Convenience Ds CDM,Active,74,S N ROY ROAD CG,31-12-2099,118EXP2020CU0417,Q7 MOTI SHAW,Active,Daily,10-05-2017 16:02,
